titre,ville,code_postal,prix,surface,type_bien,pieces,url
Chartres coeur de ville - 2 pas de la cathedrale,Chartres,28000,118 500 €,50 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23934735-vente-chartres-coeur-de-ville-2-pas-de-la-cathedrale-chartres
"Chartres cathedrale - appartement d'exception en dernier étage avec ascenseur, cave et stationnements",Chartres,28000,467 000 €,99 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23283674-vente-chartres-cathedrale-appartement-d-exception-en-dernier-etage-avec-ascenseur-cave-et-stationnements-chartres
Maison 111m² à chartres,Chartres,28000,420 000 €,111 m²/ 240 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23930237-vente-maison-111m-a-chartres-chartres
"Ver les chartres - maison de charme fin xixème d'environ 170m2, cour, grand garage.",Chartres,28000,315 000 €,170 m²/ 464 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23462193-vente-ver-les-chartres-maison-de-charme-fin-xixeme-d-environ-170m2-cour-grand-garage-chartres
Maison à vendre 6 pièces proche de chartres (28),Chartres,28000,136 000 €,110 m²/ 551 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23927119-vente-maison-a-vendre-6-pieces-proche-de-chartres-28-chartres
Local commercial avec terrasses – 152 m² – secteur dynamique – 199 800 € ttc,Chartres,28000,199 980 €,152 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23920268-vente-local-commercial-avec-terrasses-152-m-secteur-dynamique-199-800-ttc-chartres
Terrain 879m² à chartres,Chartres,28000,155 000 €,879 m²,>Terrains à vendre,,https://www.etreproprio.com/immobilier-23919237-vente-terrain-879m-a-chartres-chartres
Bureaux lumineux avec vue jardin – 39 m² – centre-ville de chartres – 79 900 € ttc,Chartres,28000,79 900 €,39 m²,>Commerces à vendre,3 pièces,https://www.etreproprio.com/immobilier-23925485-vente-bureaux-lumineux-avec-vue-jardin-39-m-centre-ville-de-chartres-79-900-ttc-chartres
à vendre – chartres secteur colisee – appartement 2 pièces – 42 m² - parking,Chartres,28000,120 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23925707-vente-a-vendre-chartres-secteur-colisee-appartement-2-pieces-42-m-parking-chartres
Maison 100m² à chartres,Chartres,28000,322 500 €,100 m²/ 524 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23923089-vente-maison-100m-a-chartres-chartres
"Chartres quartier gabriel peri - très belle meulière de 1920, 4 chambres, bureau et jardin.",Chartres,28000,548 000 €,156 m²/ 269 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23924498-vente-chartres-quartier-gabriel-peri-tres-belle-meuliere-de-1920-4-chambres-bureau-et-jardin-chartres
Local commercial avec terrasses – 152 m² – secteur dynamique – 199 800 € ttc,Chartres,28000,199 980 €,152 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23916436-vente-local-commercial-avec-terrasses-152-m-secteur-dynamique-199-800-ttc-chartres
Chartres - porte guillaume,Chartres,28000,99 000 €,36 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23911128-vente-chartres-porte-guillaume-chartres
Studio coeur de ville,Chartres,28000,69 000 €,28 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23903176-vente-studio-coeur-de-ville-chartres
Maison 180m² à chartres,Chartres,28000,349 000 €,180 m²/ 600 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23904227-vente-maison-180m-a-chartres-chartres
Appartement 72m² à chartres,Chartres,28000,164 900 €,73 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22644655-vente-appartement-72m-a-chartres-chartres
Appart coup de cœur – 99 m² – terrasse & jardinet – luisant / chartres,Chartres,28000,241 500 €,98 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23803636-vente-appart-coup-de-coeur-99-m-terrasse-jardinet-luisant-chartres-chartres
Appartement chartres 3 pièce(s),Chartres,28000,148 000 €,69 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23899399-vente-appartement-chartres-3-pieces-chartres
Place des épars - t2 avec parking + cave,Chartres,28000,109 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23903175-vente-place-des-epars-t2-avec-parking-cave-chartres
Appartement 118m² à chartres,Chartres,28000,160 000 €,118 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23898844-vente-appartement-118m-a-chartres-chartres
Appartement 51m² à chartres,Chartres,28000,149 500 €,51 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23904290-vente-appartement-51m-a-chartres-chartres
Ensemble immobilier – 4 appartements + maison + grange,Chartres,28000,630 000 €,265 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23906517-vente-ensemble-immobilier-4-appartements-maison-grange-chartres
Appartement chartres 2 pièces 42 m2,Chartres,28000,139 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23902696-vente-appartement-chartres-2-pieces-42-m2-chartres
"Garage automobile a vendre, fonds de commerce",Chartres,28000,250 000 €,825 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23888656-vente-garage-automobile-a-vendre-fonds-de-commerce-chartres
Chartres - secteur chanzy,Chartres,28000,739 000 €,200 m²/ 1 018 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-22145219-vente-chartres-secteur-chanzy-chartres
Maison historique de 1735 magnifiquement rénové - 180m² 5 pièces,Chartres,28000,675 000 €,180 m²/ 665 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23891928-vente-maison-historique-de-1735-magnifiquement-renove-180m-5-pieces-chartres
Appartement 24m² à chartres,Chartres,28000,89 000 €,24 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23893212-vente-appartement-24m-a-chartres-chartres
"À chartres, je vous invite à découvrir ce joli duplex plein de charme de 75 m² près de la cathédrale",Chartres,28000,128 000 €,54 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23438044-vente-a-chartres-je-vous-invite-a-decouvrir-ce-joli-duplex-plein-de-charme-de-75-m-pres-de-la-cathedrale-chartres
Appartement de 100m² avec parking dans quartier historique de chartres,Chartres,28000,468 000 €,100 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23445332-vente-appartement-de-100m-avec-parking-dans-quartier-historique-de-chartres-chartres
Fonds de commerce – 109 m² – idéal activité événementielle à chartres,Chartres,28000,92 420 €,109 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23890530-vente-fonds-de-commerce-109-m-ideal-activite-evenementielle-a-chartres-chartres
Luisant - duplex de 123m2 avec terrasse et garage!,Chartres,28000,229 000 €,142 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23622461-vente-luisant-duplex-de-123m2-avec-terrasse-et-garage-chartres
Maison 88m² à chartres,Chartres,28000,97 000 €,88 m²/ 733 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23878686-vente-maison-88m-a-chartres-chartres
Proche chartres,Chartres,28000,199 000 €,88 m²/ 827 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23879627-vente-proche-chartres-chartres
"Chartres unique et exceptionnel : appartement en dernier étage avec ascenseur 285m2 habitables, parkings, terr",Chartres,28000,749 000 €,285 m²,>Appartements à vendre,6 pièces,https://www.etreproprio.com/immobilier-23885401-vente-chartres-unique-et-exceptionnel-appartement-en-dernier-etage-avec-ascenseur-285m2-habitables-parkings-terr-chartres
Maison 119m² à chartres,Chartres,28000,300 000 €,119 m²/ 201 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23399516-vente-maison-119m-a-chartres-chartres
Chartres maison de ville de  75 m²,Chartres,28000,169 000 €,75 m²/ 184 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23196693-vente-chartres-maison-de-ville-de-75-m-chartres
Appartement deux pieces avec parking basse ville,Chartres,28000,99 900 €,35 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23855215-vente-appartement-deux-pieces-avec-parking-basse-ville-chartres
"Chartres axe paris 15 minutes - maison rénovée style 'architecte' de plus de 250m2, jardin arboré, garage 50m2",Chartres,28000,575 000 €,286 m²/ 1 190 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23693060-vente-chartres-axe-paris-15-minutes-maison-renovee-style-architecte-de-plus-de-250m2-jardin-arbore-garage-50m2-chartres
T3 de 75 m2 avec double parking à chartres,Chartres,28000,183 750 €,75 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23170541-vente-t3-de-75-m2-avec-double-parking-a-chartres-chartres
Appartement chartres 2 pièces 33 m2,Chartres,28000,96 500 €,33 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23881607-vente-appartement-chartres-2-pieces-33-m2-chartres
Fonds de commerce – 109 m² – idéal activité événementielle à chartres,Chartres,28000,92 420 €,108 m²,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23886055-vente-fonds-de-commerce-109-m-ideal-activite-evenementielle-a-chartres-chartres
Appartement 71m² à chartres,Chartres,28000,173 000 €,71 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23883383-vente-appartement-71m-a-chartres-chartres
Appartement 79m² à chartres,Chartres,28000,149 200 €,79 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23870973-vente-appartement-79m-a-chartres-chartres
Appartement 28m² à chartres,Chartres,28000,82 000 €,29 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23577649-vente-appartement-28m-a-chartres-chartres
Maison 61m² à chartres,Chartres,28000,183 000 €,61 m²/ 95 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23607827-vente-maison-61m-a-chartres-chartres
"Chartres coeur de ville  - duplex de charme rénové en 2ème et dernier étage, deux chambres",Chartres,28000,259 000 €,108 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-22370430-vente-chartres-coeur-de-ville-duplex-de-charme-renove-en-2eme-et-dernier-etage-deux-chambres-chartres
Chartres proche epars - studio au 2ème étage avec ascenseur et balcon,Chartres,28000,74 000 €,23 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23874409-vente-chartres-proche-epars-studio-au-2eme-etage-avec-ascenseur-et-balcon-chartres
"Chartres gare - maison de ville avec 2 chambres, jardinet et place de parking",Chartres,28000,184 000 €,64 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-22508589-vente-chartres-gare-maison-de-ville-avec-2-chambres-jardinet-et-place-de-parking-chartres
Bel appartement de 72 m² avec grande terrasse et double parking,Chartres,28000,189 990 €,72 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23876027-vente-bel-appartement-de-72-m-avec-grande-terrasse-et-double-parking-chartres
Maison bourgeoise avec piscine,Chartres,28000,595 000 €,116 m²/ 601 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23874855-vente-maison-bourgeoise-avec-piscine-chartres
"Appartement t4 terrasse, parking intérieur et cave",Chartres,28000,230 000 €,70 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23861594-vente-appartement-t4-terrasse-parking-interieur-et-cave-chartres
Appartement 103m² à chartres,Chartres,28000,237 300 €,103 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23863328-vente-appartement-103m-a-chartres-chartres
Av- fonds de commerce restauration rapide / kebab - tacos - burger,Chartres,28000,198 000 €,500 m²,>Commerces à vendre,5 pièces,https://www.etreproprio.com/immobilier-23865425-vente-av-fonds-de-commerce-restauration-rapide-kebab-tacos-burger-chartres
Maison 56m² à chartres,Chartres,28000,183 000 €,56 m²/ 95 m²,>Maisons à vendre,3 pièces,https://www.etreproprio.com/immobilier-22074887-vente-maison-56m-a-chartres-chartres
Maison 115m² à chartres,Chartres,28000,223 600 €,115 m²/ 407 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23849124-vente-maison-115m-a-chartres-chartres
Appartement 56m² à chartres,Chartres,28000,183 000 €,56 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-22266759-vente-appartement-56m-a-chartres-chartres
À 5 min de l’autoroute paris–le mans : lumineux 4 pièces exposé sud – quartier lycée fulbert - chartres (28),Chartres,28000,109 000 €,67 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23851362-vente-a-5-min-de-l-autoroute-paris-le-mans-lumineux-4-pieces-expose-sud-quartier-lycee-fulbert-chartres-28-chartres
Appartement 57m² à chartres,Chartres,28000,185 500 €,57 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23846885-vente-appartement-57m-a-chartres-chartres
Appartement 58m² à chartres,Chartres,28000,189 000 €,58 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23850488-vente-appartement-58m-a-chartres-chartres
"Chartres gabriel peri - appartement d'environ 98m2 au 1er étage d'une copropriété de caractère, parking.",Chartres,28000,273 000 €,98 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23845117-vente-chartres-gabriel-peri-appartement-d-environ-98m2-au-1er-etage-d-une-copropriete-de-caractere-parking-chartres
Maison 314m² à chartres,Chartres,28000,499 900 €,314 m²/ 2 291 m²,>Maisons à vendre,8 pièces,https://www.etreproprio.com/immobilier-23396896-vente-maison-314m-a-chartres-chartres
Maison 84m² à chartres,Chartres,28000,217 000 €,84 m²/ 196 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23844535-vente-maison-84m-a-chartres-chartres
Agglo filibus chartres recherchée : trés belle maison des années 30,Chartres,28000,399 900 €,118 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-21590847-vente-agglo-filibus-chartres-recherchee-tres-belle-maison-des-annees-30-chartres
Maison avec jardin – à 10 min à pied de la gare,Chartres,28000,209 900 €,78 m²/ 239 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23772382-vente-maison-avec-jardin-a-10-min-a-pied-de-la-gare-chartres
Appartement chartres 2 pièces 43 m2,Chartres,28000,129 600 €,43 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23842381-vente-appartement-chartres-2-pieces-43-m2-chartres
Chartres rues pietonnes - maison de ville à rénover avec terrasse en plein cœur de ville !,Chartres,28000,239 000 €,159 m²/ 128 m²,>Maisons à vendre,7 pièces,https://www.etreproprio.com/immobilier-23845116-vente-chartres-rues-pietonnes-maison-de-ville-a-renover-avec-terrasse-en-plein-coeur-de-ville-chartres
Chartres coeur de ville,Chartres,28000,659 000 €,362 m²,>Appartements à vendre,,https://www.etreproprio.com/immobilier-23845337-vente-chartres-coeur-de-ville-chartres
Chartres maison de ville rénovée secteur prisé chanzy.,Chartres,28000,300 000 €,120 m²/ 201 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23842826-vente-chartres-maison-de-ville-renovee-secteur-prise-chanzy-chartres
Appartement chartres 4 pièces 140.44 m2,Chartres,28000,564 900 €,140 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23839402-vente-appartement-chartres-4-pieces-14044-m2-chartres
"Chartres -  appartement de 78m² avec balcon, cave et box",Chartres,28000,115 990 €,78 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23845968-vente-chartres-appartement-de-78m-avec-balcon-cave-et-box-chartres
Appartement chartres 5 pièces 136.19 m2,Chartres,28000,574 900 €,136 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23839403-vente-appartement-chartres-5-pieces-13619-m2-chartres
"Saint prest - en cœur de village, maison ancienne à rénover, belle superficie, jardin et garage",Chartres,28000,215 000 €,133 m²/ 402 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23833494-vente-saint-prest-en-coeur-de-village-maison-ancienne-a-renover-belle-superficie-jardin-et-garage-chartres
